,User,CARD INDEX,Retailer ID,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
1447,482,3,12,5051979533646210,08/2021,72,YES,1,$14054,12/2016,2016,No
1448,482,4,7,5175842699412235,12/2024,438,YES,1,$9100,09/2005,2015,No
1449,483,0,17,5366433748394946,02/2020,959,YES,3,$74,01/2020,2020,No
1450,484,0,20,4260588104283621,06/2024,646,YES,2,$23000,10/2016,2016,No
1451,484,1,21,4328913170467623,09/2024,875,YES,2,$21900,10/2010,2013,No
1452,484,2,7,5856087823647751,02/2020,101,YES,2,$11200,01/2018,2018,No
1453,485,0,24,4918920924597941,12/2020,463,YES,1,$22676,11/2008,2012,No
1454,486,0,29,4099931530727553,02/2022,393,YES,1,$65,06/2009,2009,No
1455,486,1,5,6749467984713176,08/2010,619,YES,2,$12000,08/2007,2012,No
1456,486,2,24,4141516913053061,05/2020,962,YES,1,$20723,03/2007,2013,No
1457,486,3,7,5158289509346685,01/2023,32,YES,2,$11500,05/2007,2007,No
1458,486,4,6,6676808854553552,04/2021,65,YES,2,$7300,12/1991,2009,No
1459,487,0,1,300105541992311,07/2010,939,NO,1,$14400,10/2006,2010,No
1460,487,1,7,5263770459718869,10/2021,775,YES,2,$14200,06/2016,2016,No
1461,487,2,24,4642596554799017,06/2020,494,YES,1,$18818,07/2003,2008,No
1462,487,3,25,4197307053098795,02/2022,125,YES,1,$20509,09/2005,2007,No
1463,487,4,26,4171435281156177,01/2023,914,YES,1,$17510,09/2002,2008,No
1464,488,0,24,4510409231872101,06/2024,704,YES,1,$3335,10/1998,2012,No
1465,488,1,11,5804171060704037,02/2020,104,YES,2,$4598,12/2003,2017,No
1466,488,2,20,4015655705133748,01/2020,144,YES,2,$4900,01/2012,2012,No
1467,488,3,12,5955617938111739,08/2013,483,YES,2,$18498,10/2004,2010,No
1468,489,0,24,4801908937828143,02/2024,380,YES,2,$7312,05/2007,2008,No
1469,489,1,11,5064601983715345,06/2024,589,YES,2,$34799,04/2009,2014,No
1470,489,2,25,4826493105617247,04/2021,588,YES,2,$19882,02/1999,2010,No
1471,489,3,29,4787366069867365,12/2019,787,YES,2,$57,12/2010,2017,No
1472,490,0,24,4860568003530350,06/2005,137,YES,1,$14383,03/2003,2011,No
1473,490,1,25,4699453860223857,12/2005,654,NO,1,$20666,09/2000,2011,No
1474,490,2,7,5708794034518412,04/2024,59,NO,1,$8600,09/2010,2012,No
1475,490,3,8,5882977035145192,10/2021,491,YES,2,$11400,09/2013,2013,No
1476,490,4,11,5229188034672607,12/2012,135,YES,2,$19695,07/2012,2012,No
1477,490,5,26,4061173043608031,05/2021,265,YES,1,$16578,12/2000,2010,No
1478,491,0,20,4489171973874626,09/2020,973,YES,2,$8700,10/2014,2014,No
1479,491,1,7,5004215911399097,01/2022,811,YES,1,$10600,11/2004,2013,No
1480,491,2,11,5079585270593856,02/2021,606,YES,1,$12925,01/2006,2010,No
1481,491,3,12,5364046151913832,10/1997,969,YES,2,$906,09/1994,2013,No
1482,492,0,7,5118544604271729,01/2023,774,YES,1,$11600,01/2020,2020,No
1483,492,1,1,315010583302267,06/2021,201,YES,2,$10700,09/2017,2017,No
1484,492,2,11,5023279394330752,02/2022,976,NO,1,$42142,02/2009,2010,No
1485,493,0,7,5947629329454123,02/2020,571,YES,1,$4000,02/2020,2020,No
1486,494,0,1,398280185520858,11/2015,89,YES,2,$7200,02/2015,2015,No
1487,494,1,11,5611435574657615,02/2023,150,YES,2,$13019,01/2013,2013,No
1488,494,2,24,4401126536336200,11/2023,42,YES,1,$16647,07/2016,2016,No
1489,494,3,12,5060522440059037,02/2017,556,YES,1,$12247,12/2009,2009,No
1490,495,0,17,5683429952038146,02/2020,101,YES,1,$23,01/2020,2020,No
1491,495,1,29,4412629636683083,05/2024,282,YES,1,$91,01/2020,2020,No
1492,495,2,18,5887279363070093,02/2020,119,YES,2,$77,02/2020,2020,No
1493,496,0,24,4802532694603491,03/2021,868,YES,1,$82677,02/2020,2020,No
1494,496,1,20,4190870670928435,07/2023,928,YES,2,$23400,01/2020,2020,No
1495,496,2,11,5040077771754434,01/2020,475,YES,1,$72868,01/2020,2020,No
1496,497,0,24,4479936453853477,09/2024,793,NO,2,$15029,09/2003,2007,No
1497,497,1,20,4131571170230452,05/2021,738,YES,1,$9700,07/2009,2013,No
1498,497,2,11,5531150587815560,12/2023,428,YES,2,$6847,12/2009,2009,No
1499,497,3,7,5291527325386659,07/2022,396,YES,2,$4800,03/2003,2011,No
1500,497,4,12,5482406481344925,02/2022,332,YES,1,$17294,08/2002,2010,No
1501,498,0,20,4159886669620519,11/2012,693,YES,3,$0,11/2012,2012,No
1502,499,0,11,5024268740137327,10/2024,738,YES,2,$5857,10/2004,2007,No
1503,499,1,12,5778350556346106,01/2023,199,YES,2,$17536,10/2003,2010,No
1504,499,2,17,5559733534356395,09/2020,153,YES,2,$61,07/2007,2016,No
1505,500,0,1,371903508360130,04/2024,251,YES,1,$13300,10/2008,2014,No
1506,500,1,11,5905896056968976,05/2022,924,YES,1,$34278,03/2001,2010,No
1507,500,2,12,5844997309688106,10/2007,563,YES,2,$38235,08/2004,2016,No
1508,500,3,24,4719754046419733,09/2024,990,NO,2,$1587,07/2010,2013,No
1509,500,4,25,4594555086793748,10/2022,454,YES,2,$28156,04/2010,2010,No
1510,501,0,20,4591747777139073,05/2022,694,NO,1,$6500,11/2006,2018,No
1511,501,1,11,5592784175875657,10/2012,692,YES,2,$4324,12/2011,2011,No
1512,501,2,24,4495057265994448,01/2022,846,YES,2,$1112,06/2010,2010,No
1513,502,0,20,4461982939631759,02/2020,706,YES,1,$19600,02/2020,2020,No
1514,502,1,24,4086265157159129,05/2023,965,YES,2,$15182,04/2007,2009,No
1515,502,2,21,4813172947971800,05/2017,550,YES,1,$14200,08/2012,2012,No
1516,502,3,11,5393830319691225,08/2022,765,YES,1,$30065,05/2001,2011,No
1517,503,0,20,4254314337252554,05/2022,597,NO,1,$10600,02/2020,2020,No
1518,503,1,24,4792077988071121,08/2020,969,YES,1,$39764,11/2013,2013,No
1519,503,2,11,5546499017389142,10/2023,468,YES,1,$27208,07/2008,2008,No
1520,503,3,12,5498290106887759,03/2016,927,NO,1,$29637,03/2010,2010,No
1521,503,4,13,5969016640971734,02/2020,625,YES,1,$24442,02/2020,2020,No
1522,503,5,14,5805455899430052,09/2024,461,YES,2,$28390,04/2008,2008,No
1523,504,0,1,398921295633424,01/2024,659,YES,2,$6600,09/2014,2014,No
1524,504,1,11,5922157962642456,10/2007,869,YES,1,$11510,08/1999,2011,No
1525,504,2,7,5840051343792983,06/2012,650,YES,1,$6400,09/2006,2011,No
1526,504,3,5,6129847719830710,08/2024,972,YES,1,$1800,01/2006,2007,No
1527,505,0,20,4509891646969778,03/2024,503,YES,2,$1500,01/2005,2009,No
1528,505,1,24,4836727908429089,01/2020,314,YES,1,$14813,01/2020,2020,No
1529,506,0,11,5215629197170613,12/2020,502,YES,2,$40176,05/2005,2009,No
1530,507,0,1,377759808724051,10/2023,360,YES,1,$10300,01/2006,2013,No
1531,507,1,20,4373234712011855,01/2020,735,YES,2,$4400,02/2011,2011,No
1532,507,2,24,4251519859550278,04/2019,637,YES,2,$15878,08/2006,2008,No
1533,508,0,20,4812870507989207,06/2020,393,YES,2,$8500,07/2015,2015,No
1534,508,1,11,5610324213392857,10/2023,951,YES,2,$18022,01/2020,2020,No
1535,508,2,12,5542638681640102,06/2016,555,YES,1,$19597,06/2010,2010,No
1536,508,3,24,4365836294015490,09/2021,569,YES,1,$51504,12/2010,2010,No
1537,509,0,24,4823239404534030,10/2021,123,YES,2,$28717,01/2005,2014,No
1538,509,1,1,335477025007820,11/2021,741,NO,1,$7100,10/2006,2006,No
1539,509,2,11,5405712448987535,06/2020,515,NO,1,$27974,09/2003,2012,No
1540,510,0,11,5713915813035539,12/2022,155,NO,2,$6629,10/2007,2008,No
1541,510,1,12,5554873957809710,03/2024,511,YES,2,$2093,11/2007,2015,No
1542,510,2,24,4170871321743414,09/2023,676,YES,2,$27053,07/2011,2011,No
1543,510,3,13,5870786595656028,05/2023,221,YES,2,$15800,06/2002,2012,No
1544,511,0,24,4178535461392083,05/2015,804,YES,1,$20699,05/2002,2008,No
1545,511,1,25,4671850635889899,11/2020,859,YES,2,$31662,04/2012,2012,No
1546,511,2,7,5219123186357731,06/2023,5,YES,1,$18900,12/2010,2011,No
1547,511,3,20,4135829985251308,11/2006,69,YES,2,$14200,10/2006,2010,No
1548,511,4,11,5434239693376748,12/2022,501,YES,2,$25292,12/2013,2013,No
1549,511,5,12,5483162440698414,03/2023,973,YES,1,$19299,02/2020,2020,No
1550,511,6,26,4815904170762930,03/2017,581,YES,2,$27215,08/2007,2010,No
1551,512,0,11,5461068745624979,04/2012,47,YES,2,$10934,07/2006,2015,No
1552,513,0,7,5831265252494760,04/2015,530,YES,2,$20300,11/2009,2010,No
1553,513,1,1,364958962386268,10/2012,140,YES,2,$9700,10/1999,2007,No
1554,513,2,29,4237846626072618,08/2023,204,NO,2,$87,06/2006,2006,No
1555,514,0,20,4365828013345605,02/2023,945,YES,2,$11700,02/2013,2013,No
1556,514,1,11,5577607865497293,12/2024,463,YES,2,$16460,04/2010,2010,No
1557,514,2,24,4602472596754075,04/2023,588,YES,1,$27036,08/2019,2019,No
1558,515,0,1,343796888595234,06/2020,130,YES,2,$3100,11/2011,2011,No
1559,515,1,24,4686786422368480,08/2021,648,YES,1,$21757,01/2011,2011,No
1560,515,2,25,4584216972557578,07/2021,880,YES,2,$15925,08/2007,2007,No
1561,515,3,2,335015591165588,12/2019,916,YES,1,$10100,05/2007,2016,No
1562,516,0,11,5198483282511111,07/2022,392,YES,2,$20660,07/2018,2018,No
1563,516,1,24,4470355925741360,05/2022,231,YES,1,$18301,02/2010,2010,No
1564,516,2,20,4118885453058690,05/2011,419,YES,2,$14200,11/2010,2018,No
1565,517,0,24,4475380884726150,06/2024,972,YES,1,$24230,12/2009,2011,No
1566,517,1,25,4304585079155855,10/2013,340,YES,1,$19636,01/2013,2013,No
1567,517,2,17,5000846807980564,07/2024,345,YES,3,$102,02/2018,2018,No
1568,517,3,11,5655027232477390,09/2022,848,YES,2,$21218,10/2018,2018,No
1569,517,4,26,4602706416826257,03/2021,862,YES,2,$27066,09/2018,2018,No
1570,517,5,12,5180082121310715,06/2016,148,YES,2,$19723,07/2006,2010,No
1571,518,0,24,4906910670363168,12/2020,443,YES,2,$21990,02/2020,2020,No
1572,518,1,11,5037135277339675,11/2021,719,YES,2,$26251,01/2020,2020,No
1573,519,0,24,4815588963693440,04/2022,752,NO,2,$14614,02/2015,2015,No
1574,519,1,20,4239689640583423,11/2022,10,YES,1,$12800,04/2001,2003,No
1575,519,2,11,5965680471968381,02/2006,491,YES,2,$17897,02/2000,2013,No
1576,519,3,21,4023269244492110,06/2024,413,YES,1,$8700,02/2020,2020,No
1577,520,0,1,388335286539294,09/2021,695,YES,2,$19500,09/2005,2007,No
1578,520,1,11,5418596356337176,06/2015,899,YES,1,$24111,03/2015,2015,No
1579,520,2,12,5930575507132281,06/2023,751,YES,1,$34839,10/2015,2015,No
1580,520,3,7,5293527173763220,04/2023,542,YES,1,$12800,06/2010,2012,No
1581,521,0,7,5073085904399854,10/2021,19,YES,2,$9600,11/2004,2011,No
1582,521,1,24,4046787704522231,04/2022,654,YES,2,$15112,07/2005,2016,No
1583,521,2,8,5539431041002735,09/2024,932,YES,2,$11100,01/2020,2020,No
1584,521,3,25,4488660162981931,06/2023,852,YES,1,$14295,02/2010,2010,No
1585,522,0,7,5618482408174959,02/2020,793,YES,1,$5400,01/2020,2020,No
1586,523,0,11,5792661772040761,10/2023,862,YES,2,$18092,01/2010,2015,No
1587,523,1,12,5446646218200600,12/2022,473,YES,2,$23244,11/2007,2007,No
1588,524,0,24,4886036634951653,04/2023,841,YES,1,$12639,08/2012,2012,No
1589,524,1,11,5208111902646302,12/2021,143,YES,1,$13482,07/2014,2014,No
1590,524,2,12,5683051566552763,03/2024,924,YES,1,$13022,05/2010,2010,No
1591,524,3,13,5024398810633935,02/2020,575,NO,2,$23999,04/2014,2014,No
1592,525,0,24,4388509355512107,01/2020,52,YES,2,$12837,05/2001,2013,No
1593,525,1,11,5133994303927341,07/2012,12,YES,1,$25177,06/2007,2012,No
1594,525,2,20,4999872563975234,01/2006,258,YES,1,$18800,05/2004,2011,No
1595,526,0,20,4012239673381945,03/2020,960,YES,2,$3900,04/2014,2014,No
1596,527,0,5,6491563889949652,02/2023,834,YES,2,$7200,01/2020,2020,No
1597,528,0,11,5040046262063377,12/2024,731,YES,2,$11749,06/2003,2015,No
1598,528,1,17,5361683790644838,01/2021,225,YES,1,$77,09/2004,2011,No
1599,529,0,24,4239806874218454,11/2011,564,YES,2,$86262,10/2011,2011,No
1600,529,1,25,4546418791213683,06/2010,955,YES,1,$92939,02/2004,2011,No
1601,529,2,26,4025546651211985,02/2024,741,YES,2,$64613,01/2019,2019,No
1602,530,0,24,4576325893639027,02/2020,8,YES,2,$27305,02/2020,2020,No
1603,531,0,24,4816684331004039,01/2023,757,YES,1,$24546,08/2008,2010,No
1604,531,1,11,5313945757861658,09/2018,764,YES,1,$25121,01/2018,2018,No
1605,531,2,5,6733959530204171,09/2022,878,YES,1,$17000,07/2001,2018,No
1606,531,3,20,4506945480857983,05/2023,476,YES,2,$6800,10/2013,2013,No
1607,531,4,7,5891397747740840,12/2013,198,YES,2,$15100,08/2011,2011,No
1608,532,0,7,5479226934776678,09/2013,276,YES,1,$14300,07/2008,2008,No
1609,532,1,1,340213655737651,11/2024,108,YES,2,$8800,02/2015,2015,No
1610,533,0,20,4073585160932951,05/2023,635,YES,2,$4100,05/2012,2012,No
1611,533,1,1,354919576312722,08/2021,795,YES,1,$9500,08/2008,2016,No
1612,533,2,7,5569011066508197,06/2010,780,YES,1,$8500,07/2006,2011,No
1613,534,0,24,4699690787956736,05/2023,5,NO,2,$21741,02/2020,2020,No
1614,534,1,25,4748742930224055,09/2020,974,YES,1,$1741,02/2020,2020,No
1615,535,0,17,5941982171557637,04/2021,756,YES,2,$74,02/2020,2020,No
1616,535,1,20,4224965156816542,02/2024,389,NO,1,$8700,02/2020,2020,No
1617,535,2,18,5515026771729881,03/2024,311,YES,1,$63,01/2020,2020,No
1618,536,0,1,371624685132627,10/2022,297,YES,2,$18400,01/2010,2015,No
1619,536,1,20,4682031333555589,12/2022,219,YES,2,$9700,04/2019,2019,No
1620,536,2,7,5437152511733314,01/2022,853,YES,1,$13800,07/2009,2017,No
1621,536,3,21,4518067619451768,06/2020,429,YES,2,$0,06/2009,2011,No
1622,537,0,24,4422198494122153,10/2020,852,YES,2,$22501,02/2010,2010,No
1623,538,0,24,4680510288921428,09/2013,217,YES,2,$25307,09/2012,2012,No
1624,538,1,25,4414800408438414,06/2020,833,YES,1,$23401,10/2008,2011,No
1625,538,2,11,5039380212110238,07/2020,830,YES,1,$34385,01/2016,2016,No
1626,539,0,24,4201603557566123,01/2023,380,YES,2,$15485,10/2004,2010,No
1627,539,1,11,5903118148557393,11/2022,939,NO,3,$14156,01/2007,2018,No
1628,539,2,20,4433520087348350,11/2021,303,YES,2,$12400,09/2014,2014,No
1629,539,3,12,5653383391642965,05/2024,280,YES,2,$14850,09/2012,2012,No
1630,540,0,11,5639527120868397,10/2023,126,YES,1,$25093,07/2002,2006,No
1631,541,0,11,5283951994405151,01/2020,201,NO,1,$19991,01/2020,2020,No
1632,542,0,17,5876773249686695,09/2022,942,YES,2,$29,01/2020,2020,No
1633,543,0,24,4786571889403869,08/2023,592,YES,2,$28422,02/2020,2020,No
1634,543,1,20,4061205624693615,02/2020,148,YES,1,$10100,02/2020,2020,No
1635,543,2,17,5565765822212471,12/2023,119,YES,2,$40,08/2008,2018,No
1636,544,0,24,4566018104845496,08/2020,490,YES,1,$12589,01/2009,2011,No
1637,544,1,25,4997480551334716,09/2023,51,YES,2,$11885,03/2013,2013,No
1638,544,2,11,5572601780823600,03/2024,642,YES,1,$18820,07/2003,2008,No
1639,545,0,24,4101200741078800,06/2020,810,YES,2,$8562,09/2006,2008,No
1640,545,1,25,4153032185259106,05/2022,614,YES,1,$5933,11/2007,2009,No
1641,545,2,29,4227171668701156,10/2024,319,YES,2,$33,06/2002,2018,No
1642,545,3,11,5465784735932043,08/2021,490,YES,1,$10764,06/2005,2007,No
1643,546,0,7,5448351633948320,06/2020,592,YES,1,$8900,02/2020,2020,No
1644,546,1,24,4778187080028211,01/2024,74,YES,2,$6781,11/2011,2011,No
1645,546,2,25,4514571438412414,01/2020,377,YES,2,$12116,01/2020,2020,No
1646,547,0,11,5962105909908856,08/2021,615,YES,2,$21131,02/2007,2007,No
1647,547,1,12,5977475805952055,06/2015,815,YES,2,$13383,04/2015,2015,No
1648,547,2,17,5491556655486869,05/2023,226,YES,1,$58,09/2010,2010,No
1649,548,0,5,6375330614788153,02/2021,523,YES,2,$14600,12/2002,2008,No
1650,549,0,1,356226851008135,01/2020,792,NO,1,$6600,01/2020,2020,No
1651,549,1,24,4128926575959194,06/2020,827,YES,1,$23806,05/1999,2008,No
1652,549,2,25,4840372814737208,11/2022,357,YES,2,$17082,01/2004,2011,No
1653,549,3,11,5573468131965566,09/2024,258,YES,1,$16422,11/2007,2011,No
1654,549,4,12,5566429737412055,04/2024,6,YES,1,$15353,09/2007,2011,No
1655,549,5,17,5570187893542298,07/2024,610,YES,1,$66,07/2018,2018,No
1656,550,0,11,5360341319255168,07/2024,985,YES,2,$7221,01/2020,2020,No
1657,550,1,24,4892181339731576,07/2022,846,YES,2,$21032,02/2020,2020,No
1658,551,0,7,5437743244958188,09/2022,676,YES,1,$11900,01/2020,2020,No
1659,551,1,24,4064511982908640,02/2020,861,YES,2,$15328,01/2020,2020,No
1660,552,0,11,5593047322938366,02/2020,697,YES,1,$15023,01/2011,2011,No
1661,552,1,7,5027469645306341,03/2023,841,YES,2,$8500,10/2008,2008,No
1662,552,2,12,5260164218460494,12/2014,234,YES,2,$17667,07/2010,2011,No
1663,552,3,24,4891248998438646,04/2023,860,YES,2,$20549,01/2006,2007,No
1664,552,4,13,5998541932516719,11/2009,863,YES,1,$1738,02/1999,2007,No
1665,553,0,24,4933381182408329,11/2020,961,YES,1,$34013,11/2012,2012,No
1666,553,1,11,5896188747962564,12/2022,194,YES,1,$38290,07/2014,2014,No
1667,553,2,12,5429242008081571,12/2018,151,YES,1,$17718,12/2009,2010,No
1668,553,3,13,5485368757971908,01/2020,442,NO,1,$25878,09/2003,2009,No
1669,553,4,14,5771106543332286,03/2013,600,YES,1,$22858,05/2008,2010,No
1670,554,0,11,5035566276017342,09/2024,348,NO,1,$19913,12/2007,2010,No
1671,555,0,11,5146721520853896,06/2022,597,YES,1,$18648,02/2020,2020,No
1672,556,0,11,5622888585637629,01/2023,818,YES,1,$9676,06/2000,2009,No
1673,556,1,20,4090651468730805,07/2024,347,YES,2,$4900,07/2002,2004,No
1674,556,2,29,4015493899295533,04/2023,455,YES,1,$62,02/2011,2011,No
1675,556,3,12,5331374110302611,08/2020,392,YES,1,$17957,06/2014,2014,No
1676,556,4,7,5120155075854705,10/2023,69,YES,2,$13100,07/2008,2008,No
1677,557,0,5,6907469862919142,01/2021,78,YES,1,$10700,09/2006,2017,No
1678,557,1,1,397876125303268,04/2022,283,YES,1,$14400,11/2016,2016,No
1679,557,2,2,320874983741928,08/2021,637,YES,1,$20400,09/2005,2016,No
1680,557,3,11,5216119435076209,12/2024,938,YES,2,$1816,08/2005,2009,No
1681,557,4,3,388894604011447,11/2009,475,YES,2,$2200,05/2004,2008,No
1682,558,0,20,4477205451217988,01/2020,510,YES,2,$4600,08/2004,2011,No
1683,559,0,29,4832425456568319,12/2022,771,YES,2,$91,04/2003,2015,No
1684,559,1,7,5573356132288877,02/2024,39,NO,2,$14400,04/2012,2012,No
1685,559,2,24,4990883053108043,09/2007,717,YES,1,$18647,02/2005,2007,No
1686,559,3,20,4205703038691363,10/2020,715,YES,1,$18100,08/2005,2008,No
1687,559,4,17,5452849951871914,04/2020,510,YES,2,$35,06/2009,2009,No
1688,560,0,24,4798004786727366,04/2023,439,YES,1,$19079,02/2020,2020,No
1689,561,0,24,4146173833591127,02/2020,127,YES,1,$10686,01/2020,2020,No
1690,561,1,25,4170284395296715,02/2021,886,YES,2,$30000,02/2020,2020,No
1691,562,0,24,4908013395790270,07/2021,30,YES,1,$41221,07/2003,2011,No
1692,562,1,11,5565610768898340,07/2024,214,YES,1,$29170,03/2005,2006,No
1693,562,2,5,6194011434705938,04/2022,513,YES,3,$19800,11/2007,2011,No
1694,562,3,20,4227790214165429,04/2022,326,YES,2,$14500,05/2002,2007,No
1695,563,0,7,5449971634656595,06/2024,172,YES,2,$12200,09/2015,2015,No
1696,564,0,11,5726263807352663,03/2022,675,YES,2,$1500,02/2006,2018,No
1697,564,1,20,4367416449267714,08/2014,163,NO,1,$13700,06/2001,2005,No
1698,564,2,12,5103357334539485,09/2023,3,YES,2,$15895,01/2020,2020,No
1699,565,0,20,4989332552056925,04/2020,250,YES,1,$3000,02/2020,2020,No
1700,566,0,11,5657550046539675,06/2021,692,YES,1,$1470,04/2008,2008,No
1701,566,1,20,4590969585932290,12/2023,836,YES,2,$5500,12/2005,2010,No
1702,567,0,24,4320531705592796,12/2021,275,YES,2,$4326,02/2020,2020,No
1703,567,1,20,4713354839986613,05/2023,290,YES,2,$13600,02/2020,2020,No
1704,567,2,11,5083490519087277,01/2022,232,YES,1,$37002,01/2020,2020,No
1705,568,0,24,4460024958657540,01/2020,704,YES,2,$9562,09/2008,2011,No
1706,569,0,11,5872752390879513,09/2020,772,YES,1,$18244,07/2012,2012,No
1707,569,1,29,4662000840694246,09/2023,924,YES,2,$81,09/2015,2015,No
1708,569,2,1,375953550153829,12/2022,888,YES,1,$13700,01/2003,2017,No
1709,569,3,7,5225763870748438,06/2020,627,YES,1,$6000,12/2008,2010,No
1710,569,4,12,5543346867967379,11/2024,275,YES,1,$16409,05/1998,2008,No
1711,569,5,24,4601299602284616,03/2022,652,YES,2,$15822,09/2006,2009,No
1712,570,0,11,5238065973168619,09/2023,266,YES,2,$1447,12/2004,2010,No
1713,570,1,7,5187091395766799,05/2020,843,YES,3,$6600,07/2006,2010,No
1714,571,0,20,4603076242608163,10/2009,377,YES,1,$15700,07/2006,2011,No
1715,571,1,11,5588067020596088,01/2021,208,YES,2,$26704,06/2018,2018,No
1716,572,0,11,5686575699244488,12/2024,666,YES,2,$43033,04/2007,2013,No
1717,573,0,5,6658549025356902,02/2024,578,YES,1,$5800,02/2020,2020,No
1718,573,1,20,4609674436334775,07/2023,820,YES,1,$6900,01/2020,2020,No
1719,574,0,11,5027291418907395,02/2022,118,YES,1,$17432,10/2001,2014,No
1720,575,0,11,5937648730770388,12/2024,903,YES,1,$34453,05/2014,2014,No
1721,575,1,7,5892514772578316,04/2023,771,YES,1,$14800,08/2003,2018,No
1722,575,2,24,4750687309919007,02/2021,667,YES,1,$2603,10/2005,2012,No
1723,575,3,12,5409845888265723,10/2023,832,YES,2,$11568,03/2006,2008,No
1724,576,0,24,4848394515179455,01/2024,918,YES,1,$35943,06/2001,2009,No
1725,576,1,5,6504367247289968,01/2019,580,YES,1,$13600,04/2011,2011,No
1726,576,2,11,5964535277999798,03/2022,245,YES,2,$8671,12/2007,2009,No
1727,577,0,24,4479897458047272,12/2024,411,YES,1,$24498,06/2012,2012,No
1728,578,0,24,4270283600301122,09/2020,51,YES,1,$21751,10/2008,2008,No
1729,578,1,11,5324796450432106,11/2022,746,YES,3,$18021,03/2009,2009,No
1730,578,2,25,4510686870861755,01/2023,713,YES,2,$7830,09/2005,2010,No
1731,579,0,11,5345290500556939,12/2021,888,YES,2,$17980,03/2007,2007,No
1732,579,1,20,4659755318123494,01/2024,764,YES,2,$9000,09/2006,2008,No
1733,579,2,12,5357793088955286,07/2012,544,YES,1,$16034,11/2004,2013,No
1734,579,3,13,5625327420318301,12/2022,428,YES,2,$323,07/2003,2009,No
1735,579,4,24,4607469261117911,06/2021,388,YES,1,$6611,07/2008,2008,No
1736,580,0,11,5592976284572731,06/2023,696,YES,1,$14231,10/2002,2010,No
1737,580,1,20,4897415542074817,01/2019,363,YES,1,$11400,10/2009,2009,No
1738,580,2,21,4533131033936549,10/2021,612,YES,2,$5900,02/2005,2009,No
